ch,yue,yue-nn,yue-wz
㞴,ci,ci,ci
㞵,tou,tu,tou
㞶,man,man,man
㞷,wong,wong,wong
㞸,seoi,sui,sui
㞹,ho,ho,ho
㞺,zuk,zuk,zuk
㞻,hou,hu,hou
㞼,sing,sing,sing
㞽,hyut,hyut,hyut
㞾,nei,ni,ni
㞿,kei,ki,ki
㟀,lin,lin,lin
㟁,ngon,ngon,ngon
㟂,mou,mu,mu
㟃,si,si,si
㟄,coeng,coeng,coeng
㟅,ngong,joeng,joeng
㟆,waa,waa,waa
㟇,zo,co,co
㟈,kau,kau,kau
㟉,lou,lu,lou
㟊,fau,fau,fuk
㟋,deoi,dui,dui
㟌,mong,mong,mong
㟍,long,long,long
㟎,to,to,to
㟏,ham,ham,ham
㟐,mong,mong,mong
㟑,but,but,but
㟒,kwan,kwan,kwan
㟓,kei,ki,ki
㟔,ham,ham,ham
㟕,giu,giu,giu
㟖,lung,lung,lung
㟗,ban,ban,ban
㟘,tiu,tiu,tiu
㟙,zaak,zaak,zaak
㟚,kei,ki,ki
㟛,zaam,zaam,zaam
㟜,mei,mi,mi
㟝,pui,pui,pui
㟞,zaan,zaan,zaan
㟟,hong,hong,hong
㟠,gong,gong,gong
㟡,kwai,kwai,kwai
㟢,kei,ki,ki
㟣,sung,slung,sung
㟤,luk,luk,luk
㟥,cam,cam,cam
㟥,caam,cam,cam
㟦,wan,wan,wan
㟧,ngok,ngok,ngok
㟨,dyun,dyun,dyun
㟩,man,man,man
㟪,wai,wai,wai
㟫,cyun,cyun,cyun
㟬,sau,slau,sau
㟭,man,man,man
㟮,dat,dat,dat
㟯,ngaak,aak,ngaak
㟰,ming,ming,ming
㟱,jiu,jiu,jiu
㟲,jyun,jyun,jyun
㟳,leot,lat,lat
㟴,faai,faai,faai
㟵,gong,gong,gong
㟶,jyun,jyun,jyun
㟷,daat,daat,daat
㟸,gou,gu,gou
㟹,lou,lu,lou
㟺,lau,lau,lau
㟻,cim,cim,cim
㟼,ngou,ngu,ngou
㟽,biu,biu,biu
㟾,jung,jung,jung
㟿,mang,maang,mang
㠀,dou,du,dou
㠁,caam,caam,caam
㠂,ngou,ngu,ngou
㠃,dik,dik,dik
㠄,zaap,zap,zaap
㠅,fuk,fuk,fuk
㠆,daan,daan,daan
㠇,zau,zau,zau
㠈,jeon,jan,jan
㠉,tung,tung,tung
㠊,heoi,hyu,hyu
㠋,ngok,ngok,ngok
㠌,kai,kai,kai
㠍,cap,cap,cap
㠎,zaap,zap,zap
㠏,waa,waa,waa
㠐,giu,giu,giu
㠑,zeoi,zui,zui
㠒,biu,biu,biu
㠓,mung,mung,mung
㠔,baai,baai,baai
㠕,ngai,ngai,ngai
㠖,ngai,ngai,ngai
㠗,ou,u,ou
㠘,zeoi,zyu,zyu
㠙,hou,hu,hou
㠚,deoi,dui,dui
㠛,waak,waak,waak
㠜,jik,jik,jik
㠝,cyun,cyun,cyun
㠞,zing,zing,zing
㠟,lai,lai,lai
㠠,leoi,lyu,lyu
㠡,niu,niu,niu
㠢,waai,waai,waai
㠣,lik,lik,lik
㠤,soeng,sloeng,soeng
㠥,leot,lat,lat
㠦,fung,fung,fung
㠧,mei,mi,mi
㠨,wat,wat,wat
㠩,fong,fong,fong
㠪,geoi,gyu,gyu
㠫,faan,faan,faan
㠬,hau,hau,hau
㠭,zin,zin,zin
㠮,pung,pung,pung
㠯,ji,ji,ji
㠰,gaa,gaa,gaa
㠱,gei,gi,gi
㠲,bei,bi,bi
㠳,jap,jap,jap
㠴,jan,jan,jan
㠵,fong,fong,fong
㠶,faan,faan,faan
㠷,gap,gap,gap
㠸,fu,fu,fu
㠹,gaai,gaai,gaai
㠺,saa,saa,saa
㠻,hei,hi,hi
㠼,si,si,si
㠽,tung,tung,tung
㠾,jyun,jyun,jyun
㠿,zi,zi,zi
㡀,bai,bai,bai
㡁,kwaa,kwaa,kwaa
㡁,gwaa,kwaa,kwaa
㡂,lai,lai,lai
㡃,fong,fong,fong
㡄,seon,slan,san
㡅,no,no,no
㡆,fong,fong,fong
㡇,zip,zip,zip
㡈,man,man,man
㡉,gin,gin,gin
㡊,hap,hap,hap
㡋,jip,jip,jip
㡌,mou,mu,mou
㡍,mok,mok,mok
㡎,saam,slaam,sam
㡏,syu,syu,syu
㡐,zin,zin,zin
㡑,ciu,zyut,zyut
㡒,zeon,zan,zan
㡓,gwan,kwan,kwan
㡔,mou,mu,mu
㡕,joeng,jing,jing
㡖,cong,cong,cong
㡗,tai,tai,tai
㡘,lim,lim,lim
㡙,bai,bai,bai
㡚,kau,gau,gau
㡛,mong,mong,mong
㡜,sit,slit,sit
㡝,fung,fung,fung
㡞,lau,lau,lau
㡟,zou,zu,zou
㡠,zing,zing,zing
㡡,cyu,cyu,cyu
㡢,maan,maan,maan
㡣,lung,lung,lung
㡤,jip,jip,jip
㡥,jan,jan,jan
㡦,pan,pan,pan
㡧,zing,zing,zing
㡨,zim,zim,zim
㡩,lyun,lyun,lyun
㡪,fan,fan,fan
㡫,ai,ai,ai
㡬,gei,gi,gi
㡭,gai,gai,gai
㡮,gat,gat,gat
㡯,zaak,zaak,zaak
㡰,jyu,jyu,jyu
㡱,gau,gau,gau
㡲,waan,waan,waan
㡳,zi,zi,zi
㡴,laap,laap,laap
㡵,ling,ling,ling
㡶,zi,zi,zi
㡷,bun,bun,bun
㡸,zaa,zaa,zaa
㡹,ci,ci,ci
㡺,daan,daan,daan
㡻,liu,liu,liu
㡼,ji,ji,ji
㡽,ziu,ziu,ziu
㡾,haan,haan,haan
㡿,cik,cik,cik
㢀,ci,ci,ci
㢁,ci,ci,ci
㢂,jim,jim,jim
㢃,long,long,long
㢄,dau,dau,dau
㢅,lung,lung,lung
㢆,cin,cin,cin
㢇,jin,jin,jin
㢈,teoi,tui,tui
㢉,caa,caa,caa
㢊,ai,ai,ai
㢋,ci,ci,ci
㢌,aa,aa,aa
㢍,jing,jing,jing
㢎,zip,zip,zip
㢏,tau,tau,tau
㢐,waa,waa,waa
㢑,teoi,tui,tui
㢒,caa,caa,caa
㢓,zoeng,zoeng,zoeng
㢔,zung,zung,zung
㢕,jung,jung,jung
㢖,pun,pun,pun
㢗,hiu,kiu,kiu
㢘,lim,lim,lim
㢙,kan,kan,kan
㢚,lou,lu,lu
㢛,jim,jim,jim
㢜,kong,kong,kong
㢝,sou,slu,su
㢞,jik,jik,jik
㢟,cin,cin,cin
㢠,gwing,gwing,gwing
㢡,zoeng,zoeng,zoeng
㢢,bai,bai,bai
㢣,king,king,king
㢤,zoi,zoi,zoi
㢥,dung,dung,dung
㢦,go,go,go
㢧,gyun,gyun,gyun
㢨,hon,hon,hon
㢩,dik,dik,dik
㢪,wu,wu,wu
㢫,saan,saan,saan
㢬,wang,hung,kwang
㢭,tou,tu,tou
㢮,ci,ci,ci
㢯,deon,dan,dan
㢰,bei,bi,bi
㢱,nei,ni,ni
㢲,seon,slan,san
㢳,lou,lu,lu
㢴,sai,sai,sai
㢵,hip,hip,hip
㢶,bat,bat,bat
㢷,seoi,sui,sui
㢸,bat,bat,bat
㢹,san,san,san
㢺,jin,jin,jin
㢻,jeoi,jui,jui
㢼,bit,bit,bit
㢽,nei,ji,ji
㢾,gyun,gyun,gyun
㢿,hau,hau,hau
㣀,zan,zan,zan
㣁,bei,bi,bi
㣂,ngaak,aak,ngaak
㣃,juk,juk,juk
㣄,keoi,kyu,kyu
㣅,zaam,zaam,zaam
㣆,mei,mi,mi
㣇,dai,dai,dai
㣈,si,si,si
㣉,gung,gung,gung
㣊,man,man,man
㣋,daan,daan,daan
㣌,saam,saam,saam
㣍,toi,toi,toi
㣎,muk,muk,muk
㣏,zing,zing,zing
㣐,bin,bin,bin
㣑,jung,jung,jung
㣒,cing,cing,cing
㣓,caan,caan,caan
㣔,ding,ding,ding
㣕,daai,daai,daai
㣖,taai,taai,taai
㣗,wu,wu,wu
㣘,keoi,kyu,kyu
㣙,dik,dik,dik
㣚,tung,tung,tung
㣛,taap,taap,taap
㣜,jing,jing,jing
㣝,sung,slung,sung
㣞,dyut,dyut,dyut
㣟,hat,hat,hat
㣠,tou,tu,tou
㣡,zung,zung,zung
㣢,tai,tai,tai
㣣,sim,sim,sim
㣤,cin,zin,zin
㣥,zi,zi,zi
㣦,wai,wai,wai
㣧,jan,jan,jan
㣨,gu,gu,gu
㣩,lam,lam,lam
㣪,wun,wun,wun
㣫,zung,zung,zung
㣬,cap,cap,cap
㣭,zung,zung,zung
㣮,naam,naam,naam
㣯,sit,slit,sit
㣰,sat,sat,sat
㣱,zaak,zaak,zaak
㣲,mei,mi,mi
㣳,mou,mu,mou
㣴,wong,wong,wong
㣵,taat,taat,taat
㣶,zaan,zaan,zaan
㣷,ning,ning,ning
㣸,jeoi,jui,jui
㣹,jing,jing,jing
㣺,sam,slam,sam
㣻,ngaai,ngaai,ngaai
㣼,jan,jan,jan
㣽,syu,syu,syu
㣾,caa,caa,caa
㣿,zoek,zoek,zoek
㤀,mong,mong,mong
㤁,tim,tim,tim
㤂,gap,gap,gap
㤃,fong,fong,fong
㤄,pui,pui,pui
㤅,oi,oi,oi
㤆,faan,faan,faan
㤇,ou,u,ou
㤈,cam,cam,cam
㤉,kaa,kaa,kaa
㤊,haau,haau,haau
㤋,fan,fan,fan
㤌,gam,gam,gam
㤍,haau,haau,haau
㤎,go,go,go
㤏,dung,dung,dung
㤐,tip,tip,tip
㤑,jau,jau,jau
㤒,gou,gu,gou
㤓,ban,ban,ban
㤔,fu,fu,fu
㤕,ceot,zyut,zat
㤖,lo,lo,lo
㤖,no,no,no
㤗,taai,taai,taai
㤘,zau,zau,zau
㤘,cau,zau,zau
㤙,jan,jan,jan
㤚,hong,hong,hong
㤛,jam,nam,nam
㤜,seot,wat,wat
㤝,cung,cung,cung
㤞,caa,caa,caa
㤟,hung,hung,hung
㤠,lit,lit,lit
㤡,lai,lai,lai
㤢,juk,juk,juk
㤣,paang,paang,paang
㤤,jyu,jyu,jyu
㤥,hoi,hoi,hoi
㤦,lei,li,li
㤧,hau,hau,hau
㤨,gung,gung,gung
㤩,kok,kok,kok
㤪,jyun,jyun,jyun
㤫,dak,dak,dak
㤬,wai,wai,wai
㤭,giu,giu,giu
㤮,gong,gong,gong
㤮,gwong,gong,gong
㤯,gwing,gwing,gwing
㤰,zok,zok,zok
㤱,fu,fu,fu
㤲,hip,hip,hip
㤳,bui,bui,bui
㤴,cip,cip,cip
㤵,ci,ci,ci
㤶,mong,mong,mong
㤷,ham,ham,ham
㤸,hik,hik,hik
㤹,kau,kau,kau
㤺,fong,fong,fong
㤻,tung,tung,tung
㤼,gip,gip,gip
㤽,cau,cau,cau
㤾,saam,slaam,saam
㤿,jim,jim,jim
㤿憸,jim zim,jim zim,jim zim
㥀,zik,zik,zik
㥁,dak,dak,dak
㥂,tik,tak,tik
㥃,mun,mun,mun
㥄,ling,ling,ling
㥅,sau,sau,sau
㥆,teoi,tui,tui
㥇,caan,caan,caan
㥈,dip,dip,dip
㥉,cai,cai,cai
㥊,pang,paang,paang
㥋,ji,ji,ji
㥌,guk,guk,guk
㥍,gei,gi,gi
㥎,lei,loi,lai
㥏,tin,tin,tin
㥐,jyun,jyun,jyun
㥑,jau,jau,jau
㥒,coi,coi,coi
㥓,kei,ki,ki
㥔,juk,juk,juk
㥕,lin,lin,lin
㥖,cung,cung,cung
㥗,man,man,man
㥘,gip,gip,gip
㥙,zung,zung,zung
㥚,jyu,jyu,jyu
㥛,gik,gik,gik
㥜,wai,wai,wai
㥝,mei,mi,mi
㥞,seoi,sui,sui
㥟,haai,haai,haai
㥠,seoi,slyu,syu
㥡,ci,ci,ci
㥢,cau,cau,cau
㥣,wai,wai,wai
㥤,ging,ging,ging
㥥,jyu,jyu,jyu
㥦,hip,hip,hip
㥧,seon,san,san
㥨,seoi,sui,sui
㥩,do,do,do
㥪,lau,lau,lau
㥫,deon,dan,dan
㥬,pong,pong,pong
㥭,taai,taai,taai
㥮,cau,zau,zau
㥮,zau,zau,zau
㥯,jan,jan,jan
㥰,sou,slu,sou
㥱,fei,fi,fi
㥲,can,can,can
㥳,jyun,jyun,jyun
㥴,ji,ji,ji
㥵,wan,wan,wan
㥶,sak,slak,sak
㥷,ai,ai,it
㥸,man,man,man
㥹,fan,fan,fan
㥺,hap,hap,hap
㥻,cik,cik,cik
㥼,jan,jan,jan
㥽,caak,caak,caak
㥾,nik,nik,nik
㥿,ngou,ngu,ngou
㦀,fung,pung,fung
㦁,lin,lin,lin
㦂,soeng,coeng,coeng
㦃,caan,caan,caan
㦄,maa,maa,maa
㦅,dit,dit,dit
㦆,fu,fu,fu
㦇,luk,luk,luk
㦈,oi,oi,oi
㦉,ji,ji,ji
㦊,waa,waa,waa
㦋,zaa,zaa,zaa
㦌,fat,fat,fat
㦍,ngok,ngok,ngok
㦎,waak,waak,waak
㦏,seon,slan,san
㦐,nei,ni,ni
㦑,haam,haam,haam
㦒,lai,lai,lai
㦓,jin,jin,jin
㦔,jim,jim,jim
㦕,lung,lung,lung
㦖,mun,mun,mun
㦗,gam,gam,gam
㦘,gik,gik,gik
㦙,jyu,jyu,jyu
㦚,bin,bin,bin
㦛,jyu,jyu,jyu
㦜,wok,wok,wok
㦝,mok,miu,miu
㦞,cau,cau,cau
㦟,maai,maai,maai
㦠,deoi,dui,dui
㦡,lok,lok,lok
㦢,zit,zit,zit
㦣,wai,wai,wai
㦤,ji,ji,ji
㦥,hyun,hyun,hyun
㦦,hik,hik,hik
㦧,caam,caam,caam
㦨,laan,laan,laan
㦩,jan,jan,jan
㦪,sip,slit,sip
㦫,zaat,zaat,zaat
㦬,lo,lo,lo
㦭,lin,lin,lin
㦮,zin,zin,zin
㦯,waak,waak,waak
㦰,zim,zim,zim
㦱,ngo,ngo,ngo
㦲,zoi,zoi,zoi
㦳,ngo,ngo,ngo
㦴,gaak,gaak,gaak
㦵,zyu,zyu,zyu
㦶,dit,dit,dit
㦷,jung,jung,jung
㦸,gik,gik,gik
㦹,joeng,joeng,joeng
㦺,juk,juk,juk
㦻,zaap,zap,zaap
㦼,soeng,soeng,song
㦽,juk,juk,juk
㦾,ji,ji,ji
㦿,haam,haam,haam
㧀,gap,gap,gap
㧁,heoi,hyu,hyu
㧂,tin,tin,tin
㧃,sau,sau,sau
㧄,ham,ham,ham
㧅,muk,muk,muk
㧆,gan,gan,gan
㧇,mou,mu,mou
㧈,jan,jan,jan
㧉,goi,goi,goi
㧊,put,put,put
㧋,hyun,hyun,hyun
㧌,mou,mu,mou
㧍,fong,fong,fong
㧎,ngaa,ngaa,ngaa
㧏,gong,gong,gong
㧐,sung,slung,sung
㧑,fai,fai,fai
㧑,we,wai,wai
㧑身,we san,wai san,wai san
㧒,wat,wat,wat
㧓,gwaa,gwaa,gwaa
㧔,gwaai,gwaai,gwaai
㧕,lau,lau,lau
㧖,ak,ak,ak
㧗,zi,zi,zi
㧗,zi,ci,ci
㧘,zi,zi,zi
㧙,pit,pit,pit
㧚,ngaa,ngaa,ngaa
㧛,laam,laam,laam
㧜,laap,laap,laap
㧝,ke,ke,ke
㧞,bat,bat,bat
㧟,kwaai,kwaai,kwaai
㧟,kwaai,kwe,kwaai
㧠,mei,mi,mi
㧡,hoi,hoi,hoi
㧢,jan,jan,jan
㧣,zyu,zyu,zyu
㧤,cung,cung,cung
㧥,sin,slin,sin
㧦,hyun,hyun,hyun
㧧,so,slo,so
㧨,kau,kau,kau
㧩,bui,pui,pui
㧪,gwai,gwai,gwai
㧫,ji,ji,ji
㧬,gung,gung,gung
㧬,ung,ung,ung
㧭,kung,kung,kung
㧮,fat,fat,fat
㧯,lou,lu,lou
㧰,lik,lik,lik
㧰,loek,loek,loek
㧱,naa,naa,naa
㧲,sam,slaam,sam
㧳,zeoi,zui,zui
㧴,ngo,ngo,ngo
㧵,pau,pau,pau
㧶,hang,hang,hang
㧷,tan,tan,tan
㧸,paang,paang,paang
㧹,tik,tak,tik
㧺,dap,taap,taap
㧺,taap,taap,taap
㧻,duk,duk,duk
㧼,biu,biu,biu
㧽,gu,gu,gu
㧾,fat,fat,fat
㧿,cung,cung,cung
㨀,bing,bing,bing
㨁,zi,zi,zi
㨂,dung,dung,dung
㨃,deoi,dui,dui
㨄,zau,zau,zau
㨅,neoi,nyu,nyu
㨆,lam,lam,lam
㨇,po,po,po
㨈,zai,zai,zai
㨉,man,man,man
㨊,wai,wai,wai
㨋,ce,ce,ce
㨌,gau,gau,gau
㨍,bong,bong,bong
㨎,jyu,jyu,jyu
㨏,taan,taan,taan
㨐,bau,bau,buk
㨑,zung,zung,zung
㨒,fui,kwai,kwui
㨓,lou,lu,lou
㨔,ham,ham,ham
㨕,jing,jing,jing
㨖,zi,zi,zi
㨗,zit,zit,zit
㨘,saang,saang,saang
㨙,haai,haai,haai
㨚,seon,slan,san
㨛,sim,sim,sim
㨜,kin,kin,kin
㨝,sit,slit,sit
㨞,sou,slu,su
㨟,goi,goi,goi
㨠,mik,mik,mik
㨡,wat,wat,wat
㨢,pei,nang,nang
㨢,lang,nang,nang
㨣,jung,jung,jung
㨤,kwaai,kwaai,kwaai
㨤,kwaai,kwe,kwaai
㨥,naap,naap,naap
㨦,sung,slung,sung
㨧,ban,ban,ban
㨨,cau,cau,cau
㨩,zit,zit,zit
㨪,fong,fong,fong
㨫,laam,laam,laam
㨬,jyun,jyun,jyun
㨭,wu,wu,wu
㨮,dau,dau,dau
㨯,kok,kok,kok
㨯,kwok,kok,kok
㨰,gwan,gwan,gwan
㨱,jiu,jiu,jiu
㨲,caak,caak,caak
㨳,gwai,gwai,gwai
㨴,kin,kin,kin
㨵,zin,zin,zin
㨶,dou,du,dou
㨷,gan,gan,gan
㨸,maat,maat,maat
㨹,wai,wai,wai
㨺,min,min,min
㨻,caam,caam,caam
㨼,loek,loek,loek
㨽,bik,pik,pik
㨾,joeng,joeng,joeng
㨿,geoi,gyu,gyu
㩀,geoi,gyu,gyu
㩁,kok,kok,kok
㩂,huk,huk,huk
㩃,gin,kin,kin
㩄,saai,slaai,saai
㩅,cau,cau,cau
㩆,zau,zau,zau
㩇,waak,waak,waak
㩈,wan,wan,wan
㩉,daap,daap,daap
㩉,jaap,jap,jap
㩉手,jaap sau,jap sau,jap sau
㩊,syun,slyun,syun
㩋,sok,sluk,suk
㩋,siu,sliu,siu
㩌,fei,fi,fi
㩍,caak,caak,caak
㩎,jip,jip,jip
㩏,hak,hak,hak
㩐,dan,dan,dan
㩑,saap,slaap,saap
㩒,gam,gam,gam
㩓,wai,wai,wai
㩔,tyun,tan,tan
㩕,ling,ling,ling
㩖,koeng,koeng,koeng
㩗,kwai,kwai,kwai
㩘,ji,ni,ni
㩙,sak,slaak,saak
㩚,mung,mung,mung
㩛,tyun,tyun,tyun
㩜,laam,laam,laam
㩝,hou,hu,hou
㩞,caak,caak,caak
㩟,zaai,zaai,zaai
㩠,ou,u,ou
㩡,lo,lo,lo
㩢,mit,mit,mit
㩣,fai,fai,fai
㩤,fu,fu,fu
㩥,cim,cim,cim
㩦,kwai,kwai,kwai
㩧,bok,bok,bok
㩧,baak,bok,bok
㩧手指綟,baak sau zi lit,bok sau zi lit,bok sau zi lit
㩨,wai,wai,wai
㩩,king,king,king
㩪,kit,kit,kit
㩫,zat,zat,zat
㩬,hei,hi,hi
㩭,gaau,gaau,gaau
㩮,geoi,hin,hin
㩯,pun,faan,faan
㩰,ziu,ziu,ziu
㩱,zoek,zoek,zoek
㩲,kyun,kyun,kyun
㩳,sung,slung,sung
㩴,guk,guk,guk
㩵,ngaat,daai,daai
㩶,nip,nip,nip
㩷,hin,hin,hin
㩸,dip,dip,dip
㩹,dip,dip,dip
㩺,pei,pi,pi
㩻,kei,ki,ki
㩼,zi,zi,zi
㩽,kei,ki,ki
㩾,zeoi,zui,zui
㩿,kak,kak,kak
㩿,fat,kak,kak
㪀,jyu,jyu,jyu
㪁,kam,kam,kam
㪂,fat,kak,fak
㪃,ho,ho,ho
㪄,fat,fat,fat
㪅,gang,gang,gang
㪆,dai,dai,dai
㪇,sin,slin,sin
㪈,gwai,gwai,gwai
㪉,hap,hap,hap
㪊,kwan,kwan,kwan
㪋,hon,hon,hon
㪌,tung,tung,tung
㪍,but,but,but
㪎,sim,sim,sim
㪏,bai,bai,bai
㪐,lak,lak,lak
㪐,leot,lak,lak
㪑,jip,jip,jip
㪒,ngai,ngai,ngai
㪒,ngai,nge,nge
㪓,ceoi,cui,cui
㪔,saan,slaan,saan
㪕,coek,coek,coek
㪕,diu,coek,coek
㪖,luk,luk,luk
㪗,tau,tau,tau
㪘,lim,lim,lim
㪙,fo,fo,fo
㪚,saan,slaan,saan
㪛,zam,zam,zam
㪜,ceoi,cui,cui
㪝,lin,lin,lin
㪞,mou,mu,mou
㪟,deon,dan,dan
㪠,zaam,zaam,zaam
㪡,koi,koi,koi
㪢,saau,saau,saau
㪣,hiu,hiu,hiu
㪤,bat,bat,bat
㪥,zaa,zaa,zaa
㪦,jan,jan,jan
㪧,jap,kap,kap
㪨,sin,sin,sin
㪩,sok,slok,sok
㪪,saap,slaap,saap
㪫,jeoi,jui,jui
㪬,coek,coek,coek
㪭,lou,lu,lu
㪮,ling,ling,ling
㪯,geoi,gyu,gyu
㪰,zaai,zaai,zaai
㪱,wun,wun,wun
㪲,dau,dau,dau
㪳,dau,dau,dau
㪴,git,gaat,git
㪵,bun,bun,bun
㪶,huk,huk,huk
㪷,dau,dau,dau
㪸,zam,zam,zam
㪹,lau,lau,lau
㪺,keoi,kyu,kyu
㪻,gyun,gyun,gyun
㪼,ho,ho,ho
㪽,so,slo,so
㪾,lok,lok,lok
㪿,zit,zit,zit
㫀,ding,ding,ding
㫁,dyun,dyun,dyun
㫂,zyu,zyu,zyu
㫃,jin,jin,jin
㫄,pong,pong,pong
㫅,kei,ki,ki
㫆,ji,ji,ji
㫇,jyu,jyu,jyu
㫈,jyu,jyu,jyu
㫉,ngai,ngai,ngai
㫊,ji,ji,ji
㫋,zin,zin,zin
㫌,syun,slyun,syun
㫍,jau,jau,jau
㫎,fai,fai,fai
㫏,jiu,jiu,jiu
㫐,jiu,jiu,jiu
㫑,zi,zi,zi
㫒,gung,gung,gung
㫓,hei,hi,hi
㫔,gan,gan,gan
㫕,gwong,gong,gong
㫖,zi,zi,zi
㫗,hau,hau,hau
㫘,mat,mat,mat
㫙,fu,fu,fu
㫚,fat,fat,fat
㫛,gong,gong,gong
㫛,gwong,gong,gong
㫜,taan,taan,taan
㫝,dai,dai,dai
㫞,tou,tu,tou
㫟,jyun,jyun,jyun
㫠,bun,bun,bun
㫡,dung,dung,dung
㫢,heoi,hyu,hyu
㫣,man,man,man
㫤,cong,cong,cong
㫥,ming,ming,ming
㫦,tou,tu,tou
㫧,bou,bu,bou
㫨,on,on,on
㫩,ceon,can,can
㫪,zung,zung,zung
㫫,hin,hin,hin
㫬,ceon,can,can
㫭,si,si,si
㫮,ci,ci,ci
㫯,mou,mu,mou
㫰,long,long,long
㫱,naan,naan,naan
㫲,pui,pui,pui
㫳,san,san,san
㫴,haau,haau,haau
㫵,fei,fi,fi
㫶,zau,zau,zau
㫷,gei,gi,gi
㫸,zip,zip,zip
㫹,so,so,so
㫺,sik,slik,sik
㫻,gwan,kwan,kwan
㫼,zit,dip,dip
㫽,luk,luk,luk
㫾,soeng,sloeng,soeng
㫿,zeoi,zui,zui
㬀,hoeng,hoeng,hoeng
㬁,caap,caap,caap
㬂,jyu,jyu,jyu
㬃,toi,toi,toi
㬄,caan,caan,caan
㬅,maan,maan,maan
㬆,man,man,man
㬇,wun,wun,wun
㬈,wan,wan,wan
㬉,nyun,nyun,nyun
㬊,wun,wun,wun
㬋,hau,hau,hau
㬌,ging,ging,ging
㬍,bok,bok,bok
㬎,hin,hin,hin
㬏,lik,lik,lik
㬐,zeon,zan,zan
㬑,gok,gok,gok
㬑,gwok,kok,kok
㬒,mong,mong,mong
㬓,piu,piu,piu
㬔,hou,hu,hou
㬕,joeng,joeng,joeng
㬖,kai,kai,kai
㬗,lin,lin,lin
㬗,nin,nin,nin
㬘,suk,sluk,suk
㬙,wai,wai,wai
㬚,cit,cit,cit
㬛,kap,kap,kap
㬜,zeon,zan,zan
㬝,cang,cang,cang
㬞,hot,hot,hot
㬟,fan,fan,fan
㬟,fan,mang,fang
㬠,saai,slaai,saai
㬠,saat,saat,saat
㬡,ling,ling,ling
㬢,hei,hi,hi
㬣,deoi,dui,dui
㬤,jap,kap,kap
㬤,jap,jap,jap
㬥,buk,puk,puk
㬦,wok,waak,waak
㬧,bou,bu,bu
㬨,haak,haak,haak
㬩,wai,wai,wai
㬪,dip,dip,dip
㬫,jin,jin,jin
㬬,keoi,kyu,kyu
㬭,ziu,ziu,ziu
㬮,naan,naan,naan
㬯,lip,lip,lip
㬰,jyu,jyu,jyu
㬱,tai,tai,tai
㬲,tim,tim,tim
㬳,ng,ng,ng
㬴,hung,hung,hung
㬵,gaau,gaau,gaau
㬶,hou,hu,hou
㬷,kwan,kwan,kwan
㬸,tiu,tiu,tiu
㬹,zaang,zaang,zaang
㬺,tang,tang,tang
㬻,fong,fong,fong
㬼,fuk,fuk,fuk
㬽,ngok,ngok,ngok
㬾,tyun,tan,tan
㬿,tan,tan,tan
㭀,sai,sai,sai
㭁,jing,jing,jing
㭂,liu,liu,liu
㭂,niu,niu,niu
㭃,gong,gong,gong
㭄,seon,slan,san
㭅,saam,slaam,saam
㭆,naai,naai,naai
㭇,jyun,jyun,jyun
㭈,kyut,kyut,kyut
㭉,waa,waa,waa
㭊,sik,slik,sik
㭋,paang,bong,paang
㭌,jyu,jyu,jyu
㭍,cat,cat,cat
㭎,gong,gong,gong
㭏,wai,wai,wai
㭏,fai,fai,fai
㭐,daai,daai,daai
㭑,mui,mui,mui
㭒,zi,ci,ci
㭓,bin,bin,bin
㭔,lou,lu,lu
㭕,keoi,kyu,kyu
㭖,doi,doi,doi
㭗,ming,ming,ming
㭘,gap,gap,gap
㭙,zaak,zaak,zaak
㭚,leoi,lyu,lyu
㭛,paai,paai,paai
㭜,jung,jung,jung
㭝,kau,kau,kau
㭞,lyut,lyut,lyut
㭟,gung,gung,gung
㭠,sin,slin,sin
㭡,sai,sai,sai
㭢,hing,jan,jing
㭣,man,man,man
㭤,niu,niu,niu
㭥,fu,fu,fu
㭦,zaak,zaak,zaak
㭧,zau,zau,zau
㭨,je,ce,ce
㭩,lyut,lyut,lyut
㭪,fu,fu,fu
㭫,co,co,co
㭬,doek,doek,doek
㭭,baat,baat,baat
㭮,zaat,zaat,zaat
㭯,zip,zip,zip
㭰,zeoi,zui,zui
㭱,haap,haap,haap
㭲,gik,gik,gik
㭳,haau,haau,haau
㭴,gin,gin,gin
㭵,din,din,din
㭶,fong,fong,fong
㭷,naam,naam,naam
㭸,tou,tu,tu
㭹,jin,jin,jin
㭺,jim,jim,jim
㭻,tong,tong,tong
㭼,taap,taap,taap
㭽,dai,dai,dai
㭾,gwat,gwat,gwat
㭿,ngong,ngong,ngong
㮀,haam,haam,haam
㮁,haau,haau,haau
㮂,guk,guk,guk
㮃,wai,wai,wai
㮄,bong,bong,bong
㮅,zeoi,zui,zui
㮆,jit,nit,nit
㮇,tim,tim,tim
㮈,noi,noi,noi
㮉,hap,hap,hap
㮊,mau,mau,mau
㮋,jau,jau,jau
㮌,min,min,min
㮍,zin,zin,zin
㮎,bui,bui,bui
㮏,noi,noi,noi
㮐,saang,saang,saang
㮑,caap,caap,caap
㮒,jim,jim,jim
㮓,gang,gang,gang
㮔,cung,cung,cung
㮕,jyun,jyun,jyun
㮖,git,gaat,git
㮗,ging,ging,ging
㮘,mou,mu,mou
㮙,ngok,ngok,ngok
㮚,leot,lat,lat
㮛,ci,ci,ci
㮜,zong,zong,zong
㮝,hat,hat,hat
